id,is_iceberg
5941774d,0.342938691378
4023181e,0.0666422694921
b20200e4,2.64580783949e-08
e7f018bb,0.996217429638
4371c8c3,0.119811832905
a8d9b1fd,1.87164823728e-06
29e7727e,0.160325407982
92a51ffb,0.999443590641
c769ac97,1.37632873987e-08
aee0547d,5.38702624908e-06
565b28ac,1.52210566284e-06
e04e9775,0.04138116166
8e8161d1,0.00423634424806
4cf4d256,0.0243387613446
139e5324,3.17262561111e-06
f156976f,0.0765904337168
68a117cc,0.000121067168948
d9aa7a56,1.07493690393e-07
9005b143,4.61002600787e-05
5f6d3988,0.788189411163
9ad70954,0.0239029750228
b9087b9e,0.940798580647
a39a1427,3.29855856762e-06
82fbe8ed,0.0794911384583
1fae4879,0.00138475443237
6dd8f13d,1.02093963505e-07
bbad5958,0.127074867487
54527583,5.43584349089e-07
be8fa29c,0.0110051715747
81a3328f,0.976374804974
1a3c0ab3,3.14817074319e-12
4deeeb8b,0.0368345603347
ac6d5632,1.19600065318e-06
472dadb5,3.39271282428e-05
96093f95,0.453606873751
f5b4e3df,0.933155596256
e01a3c92,0.317055374384
001680af,0.0230950657278
8e639f33,0.888241410255
a2c16612,0.351454734802
a6d76474,8.27322099717e-11
19c47684,0.000342440791428
015827b6,7.10199037712e-06
7df7f7ce,5.1832630561e-06
0bbf1a3f,0.00522176548839
636cfbb7,0.577864348888
7370030a,0.999430954456
43aa97ad,1.27317335341e-07
ba2b5e63,0.950273931026
dfdd335b,2.52539256174e-09
e79b13dc,1.75655117118e-08
dc32b195,9.6370094127e-09
6d868590,0.918333172798
75fa59aa,1.99558576242e-06
ffe50836,1.69426819796e-10
a7bfd784,0.995928585529
b3d569e3,0.000117740550195
6c538c5b,0.422753661871
5c7c15f4,1.4212631072e-10
0b745139,6.01319601751e-12
fd14608e,0.000116375318612
f0bc8305,2.50781155842e-08
a10ccb28,0.998303890228
543304c7,3.31542810272e-06
6c3a4078,5.95237530376e-08
9b73cc75,1.17796403742e-08
5c6c71b1,0.191078424454
09ee9186,9.56146777753e-07
207c35cf,1.27101729959e-05
153c813e,3.71827406104e-14
5605d58b,1.17390145533e-05
642ca396,0.000423425401095
d32d72c0,0.0392715781927
16646a17,0.991696357727
384074af,8.20806356217e-09
69bf1e8c,0.0464547388256
9e90a054,9.50656340137e-06
89dbe7f7,0.990193009377
dbd27d22,1.77636636067e-07
a2ea1561,0.00043971487321
d63402af,3.70465713786e-05
1ac8bb92,0.901333749294
8beffca5,1.20426307149e-06
46741f3e,1.27359900404e-10
e5ee6aa7,2.21102620657e-08
5ecd892b,0.978766143322
69892166,3.66548746911e-08
2f725a81,0.0719948112965
810abfe4,2.56720145142e-10
e6f973e6,0.0181502811611
c60a5c46,1.07364585347e-05
c42b9e08,0.786381006241
c3f00c23,9.12853681534e-10
5307fdb8,0.366089135408
3e4f005e,0.102578118443
4a4cc2e0,0.560938954353
9bdd88d1,0.00970879755914
0d832bed,0.41670140624
14a134fa,1.97056659879e-09
78a41676,2.01677181899e-11
0bd4658e,0.00206545554101
4a311bb0,7.29649082132e-06
f939c817,3.72052544328e-09
956adc4d,0.997774302959
f8a119f5,0.0629780143499
61faa1ad,3.9221773477e-05
6725eb3e,3.38073675721e-08
17b3a8fd,1.57094973474e-06
49a88dfc,7.32290004635e-07
2d6ec645,0.00954732485116
0d4d77ba,1.22343153635e-05
3ee672a2,0.999767005444
