id,is_iceberg
5941774d,0.666352331638
4023181e,0.0176880564541
b20200e4,1.73491637723e-10
e7f018bb,0.989022374153
4371c8c3,0.0255196392536
a8d9b1fd,3.01211287024e-08
29e7727e,0.06085896492
92a51ffb,0.999604523182
c769ac97,9.67625979342e-09
aee0547d,1.12627003546e-05
565b28ac,4.09603643448e-07
e04e9775,0.00645261304453
8e8161d1,0.00258349790238
4cf4d256,0.0077148093842
139e5324,2.14044871427e-06
f156976f,0.043876901269
68a117cc,1.07231771835e-05
d9aa7a56,1.71115441816e-08
9005b143,1.65274673236e-06
5f6d3988,0.827528238297
9ad70954,0.0125619070604
b9087b9e,0.909702837467
a39a1427,1.56982957833e-06
82fbe8ed,0.0350914113224
1fae4879,0.00326819042675
6dd8f13d,7.8749256005e-09
bbad5958,0.334741860628
54527583,5.62323634767e-07
be8fa29c,0.00122285517864
81a3328f,0.989859998226
1a3c0ab3,5.94922467409e-14
4deeeb8b,0.000870484742336
ac6d5632,2.49400795838e-06
472dadb5,4.9347672757e-06
96093f95,0.713259220123
f5b4e3df,0.927662014961
e01a3c92,0.00887091830373
001680af,0.00249066203833
8e639f33,0.909446179867
a2c16612,0.552375733852
a6d76474,7.6486543878e-13
19c47684,1.50335490616e-05
015827b6,0.000283086876152
7df7f7ce,1.70457715285e-05
0bbf1a3f,8.77638958627e-05
636cfbb7,0.796398282051
7370030a,0.999707043171
43aa97ad,5.0561466125e-09
ba2b5e63,0.992900371552
dfdd335b,3.9460595902e-10
e79b13dc,1.40729339293e-09
dc32b195,2.29857177736e-09
6d868590,0.947926580906
75fa59aa,6.1223420289e-07
ffe50836,3.42778919398e-13
a7bfd784,0.994524478912
b3d569e3,0.00104440492578
6c538c5b,0.527283966541
5c7c15f4,6.38200484213e-13
0b745139,4.70690869094e-13
fd14608e,0.000138269373565
f0bc8305,4.91110547785e-08
a10ccb28,0.995727658272
543304c7,3.86983265344e-06
6c3a4078,4.36312941332e-09
9b73cc75,2.83950125635e-08
5c6c71b1,0.734230339527
09ee9186,8.17336598402e-09
207c35cf,6.76883501001e-05
153c813e,1.32862602315e-15
5605d58b,1.44013506542e-06
642ca396,0.0028499814216
d32d72c0,0.0020627011545
16646a17,0.978887200356
384074af,4.59605864478e-09
69bf1e8c,0.0284644775093
9e90a054,1.83024585567e-05
89dbe7f7,0.983622610569
dbd27d22,1.66016211889e-09
a2ea1561,0.00204061181284
d63402af,3.72536374016e-06
1ac8bb92,0.928400814533
8beffca5,1.33793787427e-06
46741f3e,5.85406723097e-13
e5ee6aa7,4.26962465383e-09
5ecd892b,0.963950455189
69892166,1.40742898225e-07
2f725a81,0.196637064219
810abfe4,2.42453599515e-13
e6f973e6,0.000221989219426
c60a5c46,3.74933661078e-05
c42b9e08,0.505048692226
c3f00c23,3.15469709817e-13
5307fdb8,0.800224125385
3e4f005e,0.153222560883
4a4cc2e0,0.5683837533
9bdd88d1,0.00664245896041
0d832bed,0.217221155763
14a134fa,1.57644318606e-12
78a41676,5.71244847215e-14
0bd4658e,0.000109668784717
4a311bb0,1.65714209288e-05
f939c817,1.0031827799e-11
956adc4d,0.998288452625
f8a119f5,0.0184639561921
61faa1ad,1.44562391142e-05
6725eb3e,6.5034029717e-08
17b3a8fd,7.50392473492e-07
49a88dfc,1.41562153999e-07
2d6ec645,9.78022799245e-05
0d4d77ba,2.60228625848e-06
3ee672a2,0.999345242977
738b41fd,0.000865247740876
f7fb320d,0.000176238929271
b42fad18,0.000139464013046
4ab8b00a,0.000113123220217
f7870f2b,0.18511210382
4978666a,0.00154908478726
f1b0d6c7,0.00563596189022
5642407f,0.0350030884147
36d4ff92,0.98565530777
4139aba2,0.000235209794482
7585ce58,7.17930390692e-07
33e25984,0.974579334259
ac46f3c9,0.0029895582702
fc34a5b8,0.793952763081
85c36a8f,8.83248867467e-06
b2d8a426,0.34883081913
13ec60d1,0.321461975574
9d440f42,1.74098495336e-05
1c0a891e,2.4420205591e-05
981c3bc3,0.996569871902
295604f4,0.00204804795794
16ca16c3,1.04121027107e-05
b4dda837,0.0147313410416
88d088ef,0.00378784444183
1b4fa160,1.98036582333e-06
f371bd82,1.23241292727e-07
b130a0b7,0.999952793121
ebf1de82,4.03344165534e-05
01e651c3,0.0015778405359
51b1fecc,5.74710895762e-07
fa635a31,1.3233454263e-11
97b7d789,2.87335069515e-06
2f598053,9.07295259367e-07
c0e3e148,0.000753577973228
cfa175a8,0.290259867907
3d7e09d8,0.940697908401
44a13d1b,0.762692987919
c66b0948,9.04495391296e-05
976a6d64,0.248892813921
8bbd8909,0.0157157573849
522890fd,0.00402294239029
